variable,City,Year,value,Indicator,Type,UM.category,Sub.category
elec.consumption.agriculture,Manila,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Mexico City,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Moscow,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Moscow,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Moscow,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Mumbai,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Mumbai,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Mumbai,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,New York City,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,New York City,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,New York City,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Seoul,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Seoul,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Osaka,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Paris,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Paris,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Paris,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Rio de Janeiro,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Rio de Janeiro,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Rio de Janeiro,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Sao Paulo,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Sao Paulo,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Sao Paulo,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Seoul,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Tokyo,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Shenzhen,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Shanghai,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Shanghai,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Shanghai,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Tehran,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Shenzhen,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Shenzhen,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Tehran,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Tehran,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Tokyo,2001,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Tokyo,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Mexico City,2006,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.agriculture,Mexico City,2011,NA,elec.consumption.agriculture,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Beijing,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Buenos Aires,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Buenos Aires,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Buenos Aires,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Mexico City,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Mexico City,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Cairo,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Delhi,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Delhi,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Delhi,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Dhaka,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Dhaka,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Dhaka,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Guangzhou,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Guangzhou,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Guangzhou,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Istanbul,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Istanbul,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Istanbul,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Jakarta,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Jakarta,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Jakarta,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Karachi,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Karachi,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Karachi,2011,11.1,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Kolkata,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Kolkata,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Kolkata,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Lagos,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Lagos,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Lagos,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,London,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,London,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,London,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Los Angeles,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Los Angeles,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Los Angeles,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Manila,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Manila,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Manila,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Beijing,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Beijing,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Mexico City,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Moscow,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Cairo,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Cairo,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Moscow,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Mumbai,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Mumbai,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Mumbai,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,New York City,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,New York City,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,New York City,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Osaka,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Osaka,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Osaka,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Paris,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Paris,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Paris,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Rio de Janeiro,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Rio de Janeiro,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Rio de Janeiro,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Sao Paulo,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Sao Paulo,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Sao Paulo,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Seoul,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Seoul,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Seoul,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Shanghai,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Shanghai,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Shanghai,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Shenzhen,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Shenzhen,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Shenzhen,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Tehran,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Tehran,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Tehran,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Tokyo,2001,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Tokyo,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Tokyo,2011,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.bulkSupply,Moscow,2006,NA,elec.consumption.bulkSupply,urban.metabolism,Electricity.consumption,
elec.consumption.comm,Tokyo,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Manila,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Manila,2011,32,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Mexico City,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Tokyo,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Mexico City,2011,19.79,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Moscow,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Moscow,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Moscow,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Mumbai,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Mumbai,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Mumbai,2011,38,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,New York City,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,New York City,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,New York City,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Osaka,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Osaka,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Osaka,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Paris,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Paris,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Paris,2011,42,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Rio de Janeiro,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Rio de Janeiro,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Rio de Janeiro,2011,27.5,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Sao Paulo,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Sao Paulo,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Sao Paulo,2011,25.8,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Seoul,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Seoul,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Seoul,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Shanghai,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Shanghai,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Shanghai,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Shenzhen,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Shenzhen,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Shenzhen,2011,22.55,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Tehran,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Tehran,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Tehran,2011,36,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Beijing,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Beijing,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Tokyo,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Dhaka,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Dhaka,2011,8.66,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Mexico City,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Buenos Aires,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Buenos Aires,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Buenos Aires,2011,27.5,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Cairo,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Cairo,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Cairo,2011,8,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Delhi,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Delhi,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Delhi,2011,25.6,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Dhaka,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Karachi,2011,10.36,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Kolkata,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Guangzhou,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Guangzhou,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Guangzhou,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Istanbul,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Istanbul,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Istanbul,2011,28,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Jakarta,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Jakarta,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Jakarta,2011,32,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Karachi,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Karachi,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Manila,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Lagos,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Kolkata,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Kolkata,2011,17.34,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Lagos,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,London,2011,11.1,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Lagos,2011,9,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,London,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,London,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Beijing,2011,11.34,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Los Angeles,2001,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Los Angeles,2006,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.comm,Los Angeles,2011,NA,commercial/institutional (%),urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Beijing,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Tokyo,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Manila,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Manila,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Beijing,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Buenos Aires,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Buenos Aires,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Buenos Aires,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Cairo,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Cairo,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Cairo,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Delhi,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Delhi,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Delhi,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Dhaka,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Dhaka,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Dhaka,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Guangzhou,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Guangzhou,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Guangzhou,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Istanbul,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Istanbul,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Istanbul,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Jakarta,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Jakarta,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Jakarta,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Karachi,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Karachi,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Karachi,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Kolkata,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Kolkata,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Kolkata,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Lagos,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Lagos,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Lagos,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,London,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,London,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,London,2011,3.1,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Los Angeles,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Los Angeles,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Los Angeles,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Manila,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,New York City,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Osaka,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Beijing,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Mexico City,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Mexico City,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Moscow,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Moscow,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Moscow,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Mumbai,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Mumbai,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Mumbai,2011,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,New York City,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,New York City,2006,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
elec.consumption.energyIndustry,Seoul,2001,NA,elec.consumption.energyIndustry,urban.metabolism,Electricity.consumption,
