"resource","season","zone","imports","exports"
"hot_primary_feed","shoulder","factory",0.00,0.00
"hot_primary_feed","wint","factory_assembly",0.00,0.00
"hot_primary_feed","sum","factory_assembly",0.00,0.00
"hot_primary_feed","shoulder","factory_assembly",0.00,0.00
"hot_primary_feed","wint","factory_blades",0.00,0.00
"hot_primary_feed","sum","factory_blades",0.00,0.00
"hot_primary_feed","shoulder","factory_blades",0.00,0.00
"hot_primary_feed","wint","hospital",0.00,0.00
"hot_primary_feed","sum","hospital",0.00,0.00
"hot_primary_feed","shoulder","hospital",0.00,0.00
"hot_primary_feed","wint","multifunction",0.00,0.00
"hot_primary_feed","sum","multifunction",0.00,0.00
"hot_primary_feed","shoulder","multifunction",0.00,0.00
"hot_primary_feed","wint","northDistrict",0.00,0.00
"hot_primary_feed","sum","northDistrict",0.00,0.00
"hot_primary_feed","shoulder","northDistrict",0.00,0.00
"hot_primary_feed","wint","quality",0.00,0.00
"hot_primary_feed","sum","quality",0.00,0.00
"hot_primary_feed","shoulder","quality",0.00,0.00
"hot_primary_feed","wint","reserved",0.00,0.00
"hot_primary_feed","sum","reserved",0.00,0.00
"hot_primary_feed","shoulder","reserved",0.00,0.00
"hot_primary_feed","wint","residential",0.00,0.00
"hot_primary_feed","sum","residential",0.00,0.00
"hot_primary_feed","shoulder","residential",0.00,0.00
"hot_primary_feed","wint","school",0.00,0.00
"hot_primary_feed","sum","school",0.00,0.00
"hot_primary_feed","shoulder","school",0.00,0.00
"hot_primary_feed","wint","tech",0.00,0.00
"hot_primary_feed","sum","tech",0.00,0.00
"hot_primary_feed","shoulder","tech",0.00,0.00
"hot_primary_return","wint","dormitories",0.00,0.00
"hot_primary_return","sum","dormitories",0.00,0.00
"hot_primary_return","shoulder","dormitories",0.00,0.00
"hot_primary_return","wint","energyIsland",0.00,0.00
"hot_primary_return","sum","energyIsland",0.00,0.00
"hot_primary_return","shoulder","energyIsland",0.00,0.00
"hot_primary_return","wint","factory",0.00,0.00
"hot_primary_return","sum","factory",0.00,0.00
"hot_primary_return","shoulder","factory",0.00,0.00
"hot_primary_return","wint","factory_assembly",0.00,0.00
"hot_primary_return","sum","factory_assembly",0.00,0.00
"hot_primary_return","shoulder","factory_assembly",0.00,0.00
"hot_primary_return","wint","factory_blades",0.00,0.00
"hot_primary_return","sum","factory_blades",0.00,0.00
"hot_primary_return","shoulder","factory_blades",0.00,0.00
"hot_primary_return","wint","hospital",0.00,0.00
"hot_primary_return","sum","hospital",0.00,0.00
"hot_primary_return","shoulder","hospital",0.00,0.00
"hot_primary_return","wint","multifunction",0.00,0.00
"hot_primary_return","sum","multifunction",0.00,0.00
"hot_primary_return","shoulder","multifunction",0.00,0.00
"hot_primary_return","wint","northDistrict",0.00,0.00
"hot_primary_return","sum","northDistrict",0.00,0.00
"hot_primary_return","shoulder","northDistrict",0.00,0.00
"hot_primary_return","wint","quality",0.00,0.00
"hot_primary_return","sum","quality",0.00,0.00
"hot_primary_return","shoulder","quality",0.00,0.00
"hot_primary_return","wint","reserved",0.00,0.00
"hot_primary_return","sum","reserved",0.00,0.00
"hot_primary_return","shoulder","reserved",0.00,0.00
"hot_primary_return","wint","residential",0.00,0.00
"hot_primary_return","sum","residential",0.00,0.00
"hot_primary_return","shoulder","residential",0.00,0.00
"hot_primary_return","wint","school",0.00,0.00
"hot_primary_return","sum","school",0.00,0.00
"hot_primary_return","shoulder","school",0.00,0.00
"hot_primary_return","wint","tech",0.00,0.00
"hot_primary_return","sum","tech",0.00,0.00
"hot_primary_return","shoulder","tech",0.00,0.00
"hot_secondary_feed","wint","dormitories",0.00,0.00
"hot_secondary_feed","sum","dormitories",0.00,0.00
"hot_secondary_feed","shoulder","dormitories",0.00,0.00
"hot_secondary_feed","wint","energyIsland",0.00,0.00
"hot_secondary_feed","sum","energyIsland",0.00,0.00
"hot_secondary_feed","shoulder","energyIsland",0.00,0.00
"hot_secondary_feed","wint","factory",0.00,0.00
"hot_secondary_feed","sum","factory",0.00,0.00
"hot_secondary_feed","shoulder","factory",0.00,0.00
"hot_secondary_feed","wint","factory_assembly",0.00,0.00
"hot_secondary_feed","sum","factory_assembly",0.00,0.00
"hot_secondary_feed","shoulder","factory_assembly",0.00,0.00
"hot_secondary_feed","wint","factory_blades",0.00,0.00
"hot_secondary_feed","sum","factory_blades",0.00,0.00
"hot_secondary_feed","shoulder","factory_blades",0.00,0.00
"hot_secondary_feed","wint","hospital",0.00,0.00
"hot_secondary_feed","sum","hospital",0.00,0.00
"hot_secondary_feed","shoulder","hospital",0.00,0.00
"hot_secondary_feed","wint","multifunction",0.00,0.00
"hot_secondary_feed","sum","multifunction",0.00,0.00
"hot_secondary_feed","shoulder","multifunction",0.00,0.00
"hot_secondary_feed","wint","northDistrict",0.00,0.00
"hot_secondary_feed","sum","northDistrict",0.00,0.00
"hot_secondary_feed","shoulder","northDistrict",0.00,0.00
"hot_secondary_feed","wint","quality",0.00,0.00
"hot_secondary_feed","sum","quality",0.00,0.00
"hot_secondary_feed","shoulder","quality",0.00,0.00
"hot_secondary_feed","wint","reserved",0.00,0.00
"hot_secondary_feed","sum","reserved",0.00,0.00
"hot_secondary_feed","shoulder","reserved",0.00,0.00
"hot_secondary_feed","wint","residential",0.00,0.00
"hot_secondary_feed","sum","residential",0.00,0.00
"hot_secondary_feed","shoulder","residential",0.00,0.00
"hot_secondary_feed","wint","school",0.00,0.00
"hot_secondary_feed","sum","school",0.00,0.00
"hot_secondary_feed","shoulder","school",0.00,0.00
"hot_secondary_feed","wint","tech",0.00,0.00
"hot_secondary_feed","sum","tech",0.00,0.00
"hot_secondary_feed","shoulder","tech",0.00,0.00
"hot_secondary_return","wint","dormitories",0.00,0.00
"hot_secondary_return","sum","dormitories",0.00,0.00
"hot_secondary_return","shoulder","dormitories",0.00,0.00
"hot_secondary_return","wint","energyIsland",0.00,0.00
"hot_secondary_return","sum","energyIsland",0.00,0.00
"hot_secondary_return","shoulder","energyIsland",0.00,0.00
"hot_secondary_return","wint","factory",0.00,0.00
"hot_secondary_return","sum","factory",0.00,0.00
"hot_secondary_return","shoulder","factory",0.00,0.00
"hot_secondary_return","wint","factory_assembly",0.00,0.00
"hot_secondary_return","sum","factory_assembly",0.00,0.00
"hot_secondary_return","shoulder","factory_assembly",0.00,0.00
"hot_secondary_return","wint","factory_blades",0.00,0.00
"hot_secondary_return","sum","factory_blades",0.00,0.00
"hot_secondary_return","shoulder","factory_blades",0.00,0.00
"hot_secondary_return","wint","hospital",0.00,0.00
"hot_secondary_return","sum","hospital",0.00,0.00
"hot_secondary_return","shoulder","hospital",0.00,0.00
"hot_secondary_return","wint","multifunction",0.00,0.00
"hot_secondary_return","sum","multifunction",0.00,0.00
"hot_secondary_return","shoulder","multifunction",0.00,0.00
"hot_secondary_return","wint","northDistrict",0.00,0.00
"hot_secondary_return","sum","northDistrict",0.00,0.00
"hot_secondary_return","shoulder","northDistrict",0.00,0.00
"hot_secondary_return","wint","quality",0.00,0.00
"hot_secondary_return","sum","quality",0.00,0.00
"hot_secondary_return","shoulder","quality",0.00,0.00
"hot_secondary_return","wint","reserved",0.00,0.00
"hot_secondary_return","sum","reserved",0.00,0.00
"hot_secondary_return","shoulder","reserved",0.00,0.00
"hot_secondary_return","wint","residential",0.00,0.00
"hot_secondary_return","sum","residential",0.00,0.00
"hot_secondary_return","shoulder","residential",0.00,0.00
"hot_secondary_return","wint","school",0.00,0.00
"hot_secondary_return","sum","school",0.00,0.00
"hot_secondary_return","shoulder","school",0.00,0.00
"hot_secondary_return","wint","tech",0.00,0.00
"hot_secondary_return","sum","tech",0.00,0.00
"hot_secondary_return","shoulder","tech",0.00,0.00
"hydrogen","wint","dormitories",0.00,0.00
"hydrogen","sum","dormitories",0.00,0.00
"hydrogen","shoulder","dormitories",0.00,0.00
"hydrogen","wint","energyIsland",0.00,0.00
"hydrogen","sum","energyIsland",0.00,0.00
"hydrogen","shoulder","energyIsland",0.00,0.00
"hydrogen","wint","factory",0.00,0.00
"hydrogen","sum","factory",0.00,0.00
"hydrogen","shoulder","factory",0.00,0.00
"hydrogen","wint","factory_assembly",0.00,0.00
"hydrogen","sum","factory_assembly",0.00,0.00
"hydrogen","shoulder","factory_assembly",0.00,0.00
"hydrogen","wint","factory_blades",0.00,0.00
"hydrogen","sum","factory_blades",0.00,0.00
"hydrogen","shoulder","factory_blades",0.00,0.00
"hydrogen","wint","hospital",0.00,0.00
"hydrogen","sum","hospital",0.00,0.00
"hydrogen","shoulder","hospital",0.00,0.00
"hydrogen","wint","multifunction",0.00,0.00
"hydrogen","sum","multifunction",0.00,0.00
"hydrogen","shoulder","multifunction",0.00,0.00
"hydrogen","wint","northDistrict",0.00,0.00
"hydrogen","sum","northDistrict",0.00,0.00
"hydrogen","shoulder","northDistrict",0.00,0.00
"hydrogen","wint","quality",0.00,0.00
"hydrogen","sum","quality",0.00,0.00
"hydrogen","shoulder","quality",0.00,0.00
"hydrogen","wint","reserved",0.00,0.00
"hydrogen","sum","reserved",0.00,0.00
"hydrogen","shoulder","reserved",0.00,0.00
"hydrogen","wint","residential",0.00,0.00
"hydrogen","sum","residential",0.00,0.00
"hydrogen","shoulder","residential",0.00,0.00
"hydrogen","wint","school",0.00,0.00
"hydrogen","sum","school",0.00,0.00
"hydrogen","shoulder","school",0.00,0.00
"hydrogen","wint","tech",0.00,0.00
"hydrogen","sum","tech",0.00,0.00
"hydrogen","shoulder","tech",0.00,0.00
"leachate","wint","dormitories",0.00,0.00
"leachate","sum","dormitories",0.00,0.00
"leachate","shoulder","dormitories",0.00,0.00
"leachate","wint","energyIsland",0.00,0.00
"leachate","sum","energyIsland",0.00,0.00
"leachate","shoulder","energyIsland",0.00,0.00
"leachate","wint","factory",0.00,0.00
"leachate","sum","factory",0.00,0.00
"leachate","shoulder","factory",0.00,0.00
"leachate","wint","factory_assembly",0.00,0.00
"leachate","sum","factory_assembly",0.00,0.00
"leachate","shoulder","factory_assembly",0.00,0.00
"leachate","wint","factory_blades",0.00,0.00
"leachate","sum","factory_blades",0.00,0.00
"leachate","shoulder","factory_blades",0.00,0.00
"leachate","wint","hospital",0.00,0.00
"leachate","sum","hospital",0.00,0.00
"leachate","shoulder","hospital",0.00,0.00
"leachate","wint","multifunction",0.00,0.00
"leachate","sum","multifunction",0.00,0.00
"leachate","shoulder","multifunction",0.00,0.00
"leachate","wint","northDistrict",0.00,0.00
"leachate","sum","northDistrict",0.00,0.00
"leachate","shoulder","northDistrict",0.00,0.00
"leachate","wint","quality",0.00,0.00
"leachate","sum","quality",0.00,0.00
"leachate","shoulder","quality",0.00,0.00
"leachate","wint","reserved",0.00,0.00
"leachate","sum","reserved",0.00,0.00
"leachate","shoulder","reserved",0.00,0.00
"leachate","wint","residential",0.00,0.00
"leachate","sum","residential",0.00,0.00
"leachate","shoulder","residential",0.00,0.00
"leachate","wint","school",0.00,0.00
"leachate","sum","school",0.00,0.00
"leachate","shoulder","school",0.00,0.00
"leachate","wint","tech",0.00,0.00
"leachate","sum","tech",0.00,0.00
"leachate","shoulder","tech",0.00,0.00
"liquidFuel","wint","dormitories",0.00,0.00
"liquidFuel","sum","dormitories",0.00,0.00
"liquidFuel","shoulder","dormitories",0.00,0.00
"liquidFuel","wint","energyIsland",0.00,0.00
"liquidFuel","sum","energyIsland",0.00,0.00
"liquidFuel","shoulder","energyIsland",0.00,0.00
"liquidFuel","wint","factory",0.00,0.00
"liquidFuel","sum","factory",0.00,0.00
"liquidFuel","shoulder","factory",0.00,0.00
"liquidFuel","wint","factory_assembly",0.00,0.00
"liquidFuel","sum","factory_assembly",0.00,0.00
"liquidFuel","shoulder","factory_assembly",0.00,0.00
"liquidFuel","wint","factory_blades",0.00,0.00
"liquidFuel","sum","factory_blades",0.00,0.00
"liquidFuel","shoulder","factory_blades",0.00,0.00
"liquidFuel","wint","hospital",0.00,0.00
"liquidFuel","sum","hospital",0.00,0.00
"liquidFuel","shoulder","hospital",0.00,0.00
"liquidFuel","wint","multifunction",0.00,0.00
"liquidFuel","sum","multifunction",0.00,0.00
"liquidFuel","shoulder","multifunction",0.00,0.00
"liquidFuel","wint","northDistrict",0.00,0.00
"liquidFuel","sum","northDistrict",0.00,0.00
"liquidFuel","shoulder","northDistrict",0.00,0.00
"liquidFuel","wint","quality",0.00,0.00
"liquidFuel","sum","quality",0.00,0.00
"liquidFuel","shoulder","quality",0.00,0.00
"liquidFuel","wint","reserved",0.00,0.00
"liquidFuel","sum","reserved",0.00,0.00
"liquidFuel","shoulder","reserved",0.00,0.00
"liquidFuel","wint","residential",0.00,0.00
"liquidFuel","sum","residential",0.00,0.00
"liquidFuel","shoulder","residential",0.00,0.00
"liquidFuel","wint","school",0.00,0.00
"liquidFuel","sum","school",0.00,0.00
"liquidFuel","shoulder","school",0.00,0.00
"liquidFuel","wint","tech",0.00,0.00
"liquidFuel","sum","tech",0.00,0.00
"liquidFuel","shoulder","tech",0.00,0.00
"LPG","wint","dormitories",0.00,0.00
"LPG","sum","dormitories",0.00,0.00
"LPG","shoulder","dormitories",0.00,0.00
"LPG","wint","energyIsland",0.00,0.00
"LPG","sum","energyIsland",0.00,0.00
"LPG","shoulder","energyIsland",0.00,0.00
"LPG","wint","factory",0.00,0.00
"LPG","sum","factory",0.00,0.00
"LPG","shoulder","factory",0.00,0.00
"LPG","wint","factory_assembly",0.00,0.00
"LPG","sum","factory_assembly",0.00,0.00
"LPG","shoulder","factory_assembly",0.00,0.00
"LPG","wint","factory_blades",0.00,0.00
"LPG","sum","factory_blades",0.00,0.00
"LPG","shoulder","factory_blades",0.00,0.00
"LPG","wint","hospital",0.00,0.00
"LPG","sum","hospital",0.00,0.00
"LPG","shoulder","hospital",0.00,0.00
"LPG","wint","multifunction",0.00,0.00
"LPG","sum","multifunction",0.00,0.00
"LPG","shoulder","multifunction",0.00,0.00
"LPG","wint","northDistrict",0.00,0.00
"LPG","sum","northDistrict",0.00,0.00
"LPG","shoulder","northDistrict",0.00,0.00
"LPG","wint","quality",0.00,0.00
"LPG","sum","quality",0.00,0.00
"LPG","shoulder","quality",0.00,0.00
"LPG","wint","reserved",0.00,0.00
"LPG","sum","reserved",0.00,0.00
"LPG","shoulder","reserved",0.00,0.00
"LPG","wint","residential",0.00,0.00
"LPG","sum","residential",0.00,0.00
"LPG","shoulder","residential",0.00,0.00
"LPG","wint","school",0.00,0.00
"LPG","sum","school",0.00,0.00
"LPG","shoulder","school",0.00,0.00
"LPG","wint","tech",0.00,0.00
"LPG","sum","tech",0.00,0.00
"LPG","shoulder","tech",0.00,0.00
"manure","wint","dormitories",0.00,0.00
"manure","sum","dormitories",0.00,0.00
"manure","shoulder","dormitories",0.00,0.00
"manure","wint","energyIsland",0.00,0.00
"manure","sum","energyIsland",0.00,0.00
"manure","shoulder","energyIsland",0.00,0.00
"manure","wint","factory",0.00,0.00
"manure","sum","factory",0.00,0.00
"manure","shoulder","factory",0.00,0.00
"manure","wint","factory_assembly",0.00,0.00
"manure","sum","factory_assembly",0.00,0.00
"manure","shoulder","factory_assembly",0.00,0.00
"manure","wint","factory_blades",0.00,0.00
"manure","sum","factory_blades",0.00,0.00
"manure","shoulder","factory_blades",0.00,0.00
"manure","wint","hospital",0.00,0.00
"manure","sum","hospital",0.00,0.00
"manure","shoulder","hospital",0.00,0.00
"manure","wint","multifunction",0.00,0.00
"manure","sum","multifunction",0.00,0.00
"manure","shoulder","multifunction",0.00,0.00
"manure","wint","northDistrict",0.00,0.00
"manure","sum","northDistrict",0.00,0.00
"manure","shoulder","northDistrict",0.00,0.00
"manure","wint","quality",0.00,0.00
"manure","sum","quality",0.00,0.00
"manure","shoulder","quality",0.00,0.00
"manure","wint","reserved",0.00,0.00
"manure","sum","reserved",0.00,0.00
"manure","shoulder","reserved",0.00,0.00
"manure","wint","residential",0.00,0.00
"manure","sum","residential",0.00,0.00
"manure","shoulder","residential",0.00,0.00
"manure","wint","school",0.00,0.00
"manure","sum","school",0.00,0.00
"manure","shoulder","school",0.00,0.00
"manure","wint","tech",0.00,0.00
"manure","sum","tech",0.00,0.00
"manure","shoulder","tech",0.00,0.00
"metal","wint","dormitories",0.00,0.00
"metal","sum","dormitories",0.00,0.00
"metal","shoulder","dormitories",0.00,0.00
"metal","wint","energyIsland",0.00,0.00
"metal","sum","energyIsland",0.00,0.00
"metal","shoulder","energyIsland",0.00,0.00
"metal","wint","factory",0.00,0.00
"metal","sum","factory",0.00,0.00
"metal","shoulder","factory",0.00,0.00
"metal","wint","factory_assembly",0.00,0.00
"metal","sum","factory_assembly",0.00,0.00
"metal","shoulder","factory_assembly",0.00,0.00
"metal","wint","factory_blades",0.00,0.00
"metal","sum","factory_blades",0.00,0.00
"metal","shoulder","factory_blades",0.00,0.00
"metal","wint","hospital",0.00,0.00
"metal","sum","hospital",0.00,0.00
"metal","shoulder","hospital",0.00,0.00
"metal","wint","multifunction",0.00,0.00
"metal","sum","multifunction",0.00,0.00
"metal","shoulder","multifunction",0.00,0.00
"metal","wint","northDistrict",0.00,0.00
"metal","sum","northDistrict",0.00,0.00
"metal","shoulder","northDistrict",0.00,0.00
"metal","wint","quality",0.00,0.00
"metal","sum","quality",0.00,0.00
"metal","shoulder","quality",0.00,0.00
"metal","wint","reserved",0.00,0.00
"metal","sum","reserved",0.00,0.00
"metal","shoulder","reserved",0.00,0.00
"metal","wint","residential",0.00,0.00
"metal","sum","residential",0.00,0.00
"metal","shoulder","residential",0.00,0.00
"metal","wint","school",0.00,0.00
"metal","sum","school",0.00,0.00
"metal","shoulder","school",0.00,0.00
"metal","wint","tech",0.00,0.00
"metal","sum","tech",0.00,0.00
"metal","shoulder","tech",0.00,0.00
"methane","wint","dormitories",0.00,0.00
"methane","sum","dormitories",0.00,0.00
"methane","shoulder","dormitories",0.00,0.00
"methane","wint","energyIsland",0.00,0.00
"methane","sum","energyIsland",0.00,0.00
"methane","shoulder","energyIsland",0.00,0.00
"methane","wint","factory",0.00,0.00
"methane","sum","factory",0.00,0.00
"methane","shoulder","factory",0.00,0.00
"methane","wint","factory_assembly",0.00,0.00
"methane","sum","factory_assembly",0.00,0.00
"methane","shoulder","factory_assembly",0.00,0.00
"methane","wint","factory_blades",0.00,0.00
"methane","sum","factory_blades",0.00,0.00
"methane","shoulder","factory_blades",0.00,0.00
"methane","wint","hospital",0.00,0.00
"methane","sum","hospital",0.00,0.00
"methane","shoulder","hospital",0.00,0.00
"methane","wint","multifunction",0.00,0.00
"methane","sum","multifunction",0.00,0.00
"methane","shoulder","multifunction",0.00,0.00
"methane","wint","northDistrict",0.00,0.00
"methane","sum","northDistrict",0.00,0.00
"methane","shoulder","northDistrict",0.00,0.00
"methane","wint","quality",0.00,0.00
"methane","sum","quality",0.00,0.00
"methane","shoulder","quality",0.00,0.00
"methane","wint","reserved",0.00,0.00
"methane","sum","reserved",0.00,0.00
"methane","shoulder","reserved",0.00,0.00
"methane","wint","residential",0.00,0.00
"methane","sum","residential",0.00,0.00
"methane","shoulder","residential",0.00,0.00
"methane","wint","school",0.00,0.00
"methane","sum","school",0.00,0.00
"methane","shoulder","school",0.00,0.00
"methane","wint","tech",0.00,0.00
"methane","sum","tech",0.00,0.00
"methane","shoulder","tech",0.00,0.00
"methanol","wint","dormitories",0.00,0.00
"methanol","sum","dormitories",0.00,0.00
"methanol","shoulder","dormitories",0.00,0.00
"methanol","wint","energyIsland",0.00,0.00
"methanol","sum","energyIsland",0.00,0.00
"methanol","shoulder","energyIsland",0.00,0.00
"methanol","wint","factory",0.00,0.00
"methanol","sum","factory",0.00,0.00
"methanol","shoulder","factory",0.00,0.00
"methanol","wint","factory_assembly",0.00,0.00
"methanol","sum","factory_assembly",0.00,0.00
"methanol","shoulder","factory_assembly",0.00,0.00
"methanol","wint","factory_blades",0.00,0.00
"methanol","sum","factory_blades",0.00,0.00
"methanol","shoulder","factory_blades",0.00,0.00
"methanol","wint","hospital",0.00,0.00
"methanol","sum","hospital",0.00,0.00
"methanol","shoulder","hospital",0.00,0.00
"methanol","wint","multifunction",0.00,0.00
"methanol","sum","multifunction",0.00,0.00
"methanol","shoulder","multifunction",0.00,0.00
"methanol","wint","northDistrict",0.00,0.00
"methanol","sum","northDistrict",0.00,0.00
"methanol","shoulder","northDistrict",0.00,0.00
"methanol","wint","quality",0.00,0.00
"methanol","sum","quality",0.00,0.00
"methanol","shoulder","quality",0.00,0.00
"methanol","wint","reserved",0.00,0.00
"methanol","sum","reserved",0.00,0.00
"methanol","shoulder","reserved",0.00,0.00
"methanol","wint","residential",0.00,0.00
"methanol","sum","residential",0.00,0.00
"methanol","shoulder","residential",0.00,0.00
"methanol","wint","school",0.00,0.00
"methanol","sum","school",0.00,0.00
"methanol","shoulder","school",0.00,0.00
"methanol","wint","tech",0.00,0.00
"methanol","sum","tech",0.00,0.00
"methanol","shoulder","tech",0.00,0.00
"MSW","wint","dormitories",0.00,0.00
"MSW","sum","dormitories",0.00,0.00
"MSW","shoulder","dormitories",0.00,0.00
"MSW","wint","energyIsland",0.00,0.00
"MSW","sum","energyIsland",0.00,0.00
"MSW","shoulder","energyIsland",0.00,0.00
"MSW","wint","factory",0.00,0.00
"MSW","sum","factory",0.00,0.00
"MSW","shoulder","factory",0.00,0.00
"MSW","wint","factory_assembly",0.00,0.00
"MSW","sum","factory_assembly",0.00,0.00
"MSW","shoulder","factory_assembly",0.00,0.00
"MSW","wint","factory_blades",0.00,0.00
"MSW","sum","factory_blades",0.00,0.00
"MSW","shoulder","factory_blades",0.00,0.00
"MSW","wint","hospital",0.00,0.00
"MSW","sum","hospital",0.00,0.00
"MSW","shoulder","hospital",0.00,0.00
"MSW","wint","multifunction",0.00,0.00
"MSW","sum","multifunction",0.00,0.00
"MSW","shoulder","multifunction",0.00,0.00
"MSW","wint","northDistrict",0.00,0.00
"MSW","sum","northDistrict",0.00,0.00
"MSW","shoulder","northDistrict",0.00,0.00
"MSW","wint","quality",0.00,0.00
"MSW","sum","quality",0.00,0.00
"MSW","shoulder","quality",0.00,0.00
"MSW","wint","reserved",0.00,0.00
"MSW","sum","reserved",0.00,0.00
"MSW","shoulder","reserved",0.00,0.00
"MSW","wint","residential",0.00,0.00
"MSW","sum","residential",0.00,0.00
"MSW","shoulder","residential",0.00,0.00
"MSW","wint","school",0.00,0.00
"MSW","sum","school",0.00,0.00
"MSW","shoulder","school",0.00,0.00
"MSW","wint","tech",0.00,0.00
"MSW","sum","tech",0.00,0.00
"MSW","shoulder","tech",0.00,0.00
"nuclearFuelSpent","wint","dormitories",0.00,0.00
"nuclearFuelSpent","sum","dormitories",0.00,0.00
"nuclearFuelSpent","shoulder","dormitories",0.00,0.00
"nuclearFuelSpent","wint","energyIsland",0.00,0.00
"nuclearFuelSpent","sum","energyIsland",0.00,0.00
"nuclearFuelSpent","shoulder","energyIsland",0.00,0.00
"nuclearFuelSpent","wint","factory",0.00,0.00
"nuclearFuelSpent","sum","factory",0.00,0.00
"nuclearFuelSpent","shoulder","factory",0.00,0.00
"nuclearFuelSpent","wint","factory_assembly",0.00,0.00
"nuclearFuelSpent","sum","factory_assembly",0.00,0.00
"nuclearFuelSpent","shoulder","factory_assembly",0.00,0.00
"nuclearFuelSpent","wint","factory_blades",0.00,0.00
"nuclearFuelSpent","sum","factory_blades",0.00,0.00
"nuclearFuelSpent","shoulder","factory_blades",0.00,0.00
"nuclearFuelSpent","wint","hospital",0.00,0.00
"nuclearFuelSpent","sum","hospital",0.00,0.00
"nuclearFuelSpent","shoulder","hospital",0.00,0.00
"nuclearFuelSpent","wint","multifunction",0.00,0.00
"nuclearFuelSpent","sum","multifunction",0.00,0.00
"nuclearFuelSpent","shoulder","multifunction",0.00,0.00
"nuclearFuelSpent","wint","northDistrict",0.00,0.00
"nuclearFuelSpent","sum","northDistrict",0.00,0.00
"nuclearFuelSpent","shoulder","northDistrict",0.00,0.00
"nuclearFuelSpent","wint","quality",0.00,0.00
"nuclearFuelSpent","sum","quality",0.00,0.00
"nuclearFuelSpent","shoulder","quality",0.00,0.00
"nuclearFuelSpent","wint","reserved",0.00,0.00
"nuclearFuelSpent","sum","reserved",0.00,0.00
"nuclearFuelSpent","shoulder","reserved",0.00,0.00
"nuclearFuelSpent","wint","residential",0.00,0.00
"nuclearFuelSpent","sum","residential",0.00,0.00
"nuclearFuelSpent","shoulder","residential",0.00,0.00
"nuclearFuelSpent","wint","school",0.00,0.00
"nuclearFuelSpent","sum","school",0.00,0.00
"nuclearFuelSpent","shoulder","school",0.00,0.00
"nuclearFuelSpent","wint","tech",0.00,0.00
"nuclearFuelSpent","sum","tech",0.00,0.00
"nuclearFuelSpent","shoulder","tech",0.00,0.00
"oilUsed","wint","dormitories",0.00,0.00
"oilUsed","sum","dormitories",0.00,0.00
"oilUsed","shoulder","dormitories",0.00,0.00
"oilUsed","wint","energyIsland",0.00,0.00
"oilUsed","sum","energyIsland",0.00,0.00
"oilUsed","shoulder","energyIsland",0.00,0.00
"oilUsed","wint","factory",0.00,0.00
"oilUsed","sum","factory",0.00,0.00
"oilUsed","shoulder","factory",0.00,0.00
"oilUsed","wint","factory_assembly",0.00,0.00
"oilUsed","sum","factory_assembly",0.00,0.00
"oilUsed","shoulder","factory_assembly",0.00,0.00
"oilUsed","wint","factory_blades",0.00,0.00
"oilUsed","sum","factory_blades",0.00,0.00
"oilUsed","shoulder","factory_blades",0.00,0.00
"oilUsed","wint","hospital",0.00,0.00
"oilUsed","sum","hospital",0.00,0.00
"oilUsed","shoulder","hospital",0.00,0.00
"oilUsed","wint","multifunction",0.00,0.00
"oilUsed","sum","multifunction",0.00,0.00
"oilUsed","shoulder","multifunction",0.00,0.00
"oilUsed","wint","northDistrict",0.00,0.00
"oilUsed","sum","northDistrict",0.00,0.00
"oilUsed","shoulder","northDistrict",0.00,0.00
"oilUsed","wint","quality",0.00,0.00
"oilUsed","sum","quality",0.00,0.00
"oilUsed","shoulder","quality",0.00,0.00
"oilUsed","wint","reserved",0.00,0.00
"oilUsed","sum","reserved",0.00,0.00
"oilUsed","shoulder","reserved",0.00,0.00
"oilUsed","wint","residential",0.00,0.00
"oilUsed","sum","residential",0.00,0.00
"oilUsed","shoulder","residential",0.00,0.00
"oilUsed","wint","school",0.00,0.00
"oilUsed","sum","school",0.00,0.00
"oilUsed","shoulder","school",0.00,0.00
"oilUsed","wint","tech",0.00,0.00
"oilUsed","sum","tech",0.00,0.00
"oilUsed","shoulder","tech",0.00,0.00
"ozone","wint","dormitories",0.00,0.00
"ozone","sum","dormitories",0.00,0.00
"ozone","shoulder","dormitories",0.00,0.00
"ozone","wint","energyIsland",0.00,0.00
"ozone","sum","energyIsland",0.00,0.00
"ozone","shoulder","energyIsland",0.00,0.00
"ozone","wint","factory",0.00,0.00
"ozone","sum","factory",0.00,0.00
"ozone","shoulder","factory",0.00,0.00
"ozone","wint","factory_assembly",0.00,0.00
"ozone","sum","factory_assembly",0.00,0.00
"ozone","shoulder","factory_assembly",0.00,0.00
"ozone","wint","factory_blades",0.00,0.00
"ozone","sum","factory_blades",0.00,0.00
"ozone","shoulder","factory_blades",0.00,0.00
"ozone","wint","hospital",0.00,0.00
"ozone","sum","hospital",0.00,0.00
"ozone","shoulder","hospital",0.00,0.00
"ozone","wint","multifunction",0.00,0.00
"ozone","sum","multifunction",0.00,0.00
"ozone","shoulder","multifunction",0.00,0.00
"ozone","wint","northDistrict",0.00,0.00
"ozone","sum","northDistrict",0.00,0.00
"ozone","shoulder","northDistrict",0.00,0.00
"ozone","wint","quality",0.00,0.00
"ozone","sum","quality",0.00,0.00
"ozone","shoulder","quality",0.00,0.00
"ozone","wint","reserved",0.00,0.00
"ozone","sum","reserved",0.00,0.00
"ozone","shoulder","reserved",0.00,0.00
"ozone","wint","residential",0.00,0.00
