"titles","word_matches","cat_matches","cat_matches_list","optim"
"Phytoremediation: role of terrestrial plants and aquatic macrophytes in the remediation of radionuclides and heavy metal contaminated soil and water",2,2,"other, water",0
"Using life-cycle assessment in process design: Supercritical water gasification of organic feedstocks",5,2,"various, water",0
"Kinetics of anaerobic degradation of screened dairy manure by upflow fixed bed digesters: Effect of natural zeolite addition",2,2,"other, waste",0
"Optimized sampling strategy for measurement of biomass properties during full-scale composting",2,2,"various, waste",1
"An assessment of in-tube flow boiling correlations for ammonia-water mixtures and their influence on heat exchanger size",2,2,"energy, water",0
"Technical Note: Dissolved organic matter fluorescence - A finite mixture approach to deconvolve excitation-emission matrices",2,2,"various, waste",0
"Extraction of diesel from contaminated soil using subcritical water",2,2,"energy, water",0
"Performance of novel hydroxyapatite nanowires in treatment of fluoride contaminated water",2,2,"various, water",0
"Removal of Chemazol Reactive Red 195 from aqueous solution by dehydrated beet pulp carbon",2,2,"other, waste",0
"Anaerobic digestion and biogas potential: Simulation of lab and industrial-scale processes",3,2,"energy, various",0
"Environmental sustainability of emerging algal biofuels: A comparative life cycle evaluation of algal biodiesel and renewable diesel",5,2,"energy, other",0
"Photocatalytic degradation of waste activated sludge using a circulating bed photocatalytic reactor for improving biohydrogen production",3,2,"energy, waste",0
"An assessment of solar-powered organic Rankine cycle systems for combined heating and power in UK domestic applications",4,2,"energy, various",0
"Life cycle based evaluation of harvested rainwater use in toilets and for irrigation",3,2,"waste, water",0
"Smart cities and municipal building regulation for energy effciency",2,2,"energy, waste",0
"Revamping, energy efficiency, and exergy analysis of an existing upstream gas treatment facility",4,2,"energy, various",0
"Recent progress and outlook of biocatalysts for anaerobic fermentation in biogas production process",2,2,"energy, various",0
"Modeling of a biomass high temperature steam gasifier integrated with assisted solar energy and a micro gas turbine",7,2,"energy, various",0
"Composting kinetics in full-scale mechanical-biological treatment plants",2,2,"various, waste",0
"Electrochemical treatment of acrylic dye-bearing textile wastewater: Optimization of operating parameters",3,2,"various, waste",1
"Optimization of enzymatic hydrolysis of corn stover for improved ethanol production",5,2,"energy, other",1
"A review on life cycle assessment, life cycle energy assessment and life cycle carbon emissions assessment on buildings",3,2,"energy, waste",0
"Reduction of COD and color of dyeing effluent from a cotton textile mill by adsorption onto bamboo-based activated carbon",3,2,"other, waste",0
"Modelling the anaerobic digestion of wastewater derived from the pressing of orange peel produced in orange juice manufacturing",3,2,"various, waste",0
"Kinetic modeling and synergy quantification in sono and photooxidative treatment of simulated dyehouse effluent",4,2,"various, waste",0
"Preparation of activated carbon from Tunisian olive-waste cakes and its application for adsorption of heavy metal ions",4,2,"other, waste",0
"The interactions between China's economic growth, energy production and consumption and the related air emissions during 2000-2011",2,2,"energy, waste",0
"Unified modeling and feasibility study of novel green pathway of biomass to methanol/dimethylether",3,2,"energy, various",0
"Recent advances in production of hydrogen from biomass",2,2,"energy, various",0
"Comparison of different pretreatments for the production of bioethanol and biomethane from corn stover and switchgrass",5,2,"energy, other",0
"Mechanisms of simultaneous hydrogen production and estrogenic activity removal from secondary effluent though solar photocatalysis",3,2,"energy, waste",0
"Effect of desorption parameters on performance of solar water-bath solid adsorption ice-making system",2,2,"energy, water",0
"Magnetic demulsification of diluted crude oil-in-water nanoemulsions using oleic acid-coated magnetite nanoparticles",3,2,"energy, water",0
"Design of a low-temperature solar heating system based on a slurry Phase Change Material (PCS)",4,2,"energy, other",0
"Thermodynamic performance of a hybrid power generation system using biomass gasification and concentrated solar thermal processes",5,2,"energy, various",0
"Addressing the challenges for sustainable production of algal biofuels: II. Harvesting and conversion to biofuels",2,2,"energy, other",0
"Use of coliphages to evaluate water treatment processes and determine faecal contamination origin of source waters",2,2,"various, water",0
"Hot water generation for oil sands processing from enhanced geothermal systems: Process simulation for different hydraulic fracturing scenarios",4,2,"energy, water",0
"Water quality problems and potential for wetlands as treatment systems in the Yangtze River Delta, China",3,2,"various, water",0
"Numerical analysis of flowing cracked hydrocarbon fuel inside cooling channels in view of thermal management",4,2,"energy, various",0
"Effect of Mg-sericite flocculant for treatment of brewery wastewater",2,2,"various, waste",0
"A PCA-LSSVM model for on-line prediction of the effluent VFA in an anaerobic wastewater treatment system",3,2,"various, waste",0
"A physicochemical method for increasing methane production from rice straw: Extrusion combined with alkali pretreatment",2,2,"other, various",0
"Oil sludge depository assessment using multivariate data analysis",2,2,"energy, waste",0
"Tar evolution in a two stage fluid bed-plasma gasification process for waste valorization",2,2,"various, waste",0
"Performance assessment of a zeolite treatment wall for removing Sr-90 from groundwater",2,2,"various, water",0
"Prediction of temperature and thermal inertia effect in the maturation stage and stockpiling of a large composting mass",2,2,"energy, waste",0
"Thermodynamic modeling of the solar organic rankine cycle with selected organic working fluids for cogeneration",4,2,"energy, various",0
"Biodiesel development from rice bran oil: Transesterification process optimization and fuel characterization",5,2,"energy, other",1
"Optimal design of ethanol supply chains considering carbon trading effects and multiple technologies for side-product exploitation",3,2,"energy, waste",1
"Thermodynamic analysis of black liquor steam gasification",2,2,"energy, various",0
"Optimal dynamic monitoring network design and identification of unknown groundwater pollution sources",4,2,"waste, water",1
"Life cycle assessment of heat production from grape marc pellets",2,2,"energy, other",0
"Swine effluent treatment using anaerobic digestion at different loading rates",3,2,"various, waste",0
"Adsorption of hexavalent chromium from aqueous solution by activated carbon prepared from longan seed: Kinetics, equilibrium and thermodynamics",3,2,"other, waste",0
"Integrated versus stand-alone second generation ethanol production from sugarcane bagasse and trash",3,2,"energy, other",0
"Evaluation of a chemical dissolved air flotation system for the treatment of restaurant dishwasher effluent",2,2,"various, waste",0
"Evaluation of chañar seed cake from biodiesel production as a soil amendment",2,2,"energy, other",0
"Reducing the long-term environmental impact of wastes arising from uranium mining",2,2,"energy, waste",0
"Economic valuation of environmental benefits from wastewater treatment processes: An empirical approach for Spain",2,2,"various, waste",0
"Energy and exergy analyses of a new combined cycle using carbon dioxide as working fluid",3,2,"energy, waste",0
"Compressed air energy storage system based engine for running light vehicle",3,2,"energy, other",0
"Full scale performance of the aerobic granular sludge process for sewage treatment",3,2,"various, waste",0
"An innovative sludge management system based on separation of primary and secondary sludge treatment",2,2,"various, waste",0
"Thermochemical equilibrium model of synthetic natural gas production from coal gasification using Aspen Plus",3,2,"energy, various",0
"Comparing efficiency of metabolizable energy utilization by rainbow trout (Oncorhynchus mykiss) and Atlantic salmon (Salmo salar) using factorial and multivariate approaches",3,2,"energy, other",0
"Investigating wastewater modelling as a tool to predict anaerobic decomposition and biogas yield of abattoir effluent",4,2,"energy, waste",0
"Synthetic fuels from biomass using concentrated solar energy - A review",4,2,"energy, various",0
"Critical analysis of thermodynamic cycle modeling of adsorption cooling systems for light-duty vehicle air conditioning applications",3,2,"energy, other",0
"Biological conversion of carbon monoxide to ethanol: Effect of pH, gas pressure, reducing agent and yeast extract",3,2,"energy, waste",0
"Life cycle environmental impacts of generating electricity and heat from biogas produced by anaerobic digestion",4,2,"energy, various",0
"Biosorption of arsenic from aqueous solution using agricultural residue 'rice polish'",3,2,"other, waste",0
"A robust possibilistic mixed-integer programming method for planning municipal electric power systems",3,2,"energy, waste",0
"Preliminary investigation of a transcritical CO2 heat pump driven by a solar-powered CO2 Rankine cycle",3,2,"energy, waste",0
"Adsorption of basic dye on high-surface-area activated carbon prepared from coconut husk: Equilibrium, kinetic and thermodynamic studies",2,2,"other, waste",0
"How efficient are agitators in biogas digesters? Determination of the efficiency of submersible motor mixers and incline agitators by measuring nutrient distribution in full-scale agricultural biogas digesters",2,2,"energy, other",0
"Nitrogen potential recovery and concentration of ammonia from swine manure using electrodialysis coupled with air stripping",2,2,"various, waste",0
"Effect of NH4Cl addition to sewage sludgebased activated carbons on the adsorption of heavy metals from aqueous solution",3,2,"other, waste",0
"Electrochemical removal of chromium from aqueous solutions using electrodes of stainless steel nets coated with single wall carbon nanotubes",3,2,"other, waste",0
"Validation of an agroecosystem process model (AGRO-BGC) on annual and perennial bioenergy feedstocks",2,2,"energy, various",0
"Different strategies for MSW management in two Romanian cities: Selective collection versus bio-drying",2,2,"energy, waste",0
"Equilibrium modelling of single and binary adsorption of cadmium and nickel onto bagasse fly ash",4,2,"other, waste",0
"Planning carbon emission trading for Beijing's electric power systems under dual uncertainties",4,2,"energy, waste",0
"Study on a comprehensive evaluation method for the assessment of the operational efficiency of wastewater treatment plants",2,2,"various, waste",0
"Effect of gasoline composition on oxidative desulfurization using a phosphotungstic acid/activated carbon catalyst with hydrogen peroxide",2,2,"energy, waste",0
"Adsorption of Phosphate by Biomass Char Deriving from Fast Pyrolysis of Biomass Waste",4,2,"various, waste",0
"Hydrogen production from aqueous-phase reforming of sorghum biomass: An application of the response surface methodology",2,2,"energy, various",0
"Thermosyphonic water heaters stimulated by renewable energy sources",3,2,"energy, water",0
"Comparative study of thermochemical processes for hydrogen production from biomass fuels",3,2,"energy, various",0
"Study on thermal efficiency of low- to medium-temperature organic Rankine cycles using HFO-1234yf",2,2,"energy, various",0
"Reducing environmental risk of landfills: Leachate treatment by reverse Osmosis",3,2,"various, waste",0
"Performance, kinetics and equilibrium in biosorption of anionic dye Acid Red 14 by the waste biomass of Saccharomyces cerevisiae as a low-cost biosorbent",2,2,"various, waste",0
"Heterogeneous photo-Fenton oxidation of benzoic acid in water: Effect of operating conditions, reaction by-products and coupling with biological treatment",2,2,"various, water",0
"Emerging pollutants - Part II: Treatment",2,2,"various, waste",0
"Decolourisation of waters using Flax shives wasted from agriculture",2,2,"other, waste",0
"Fuel properties of tire pyrolysis liquid and its blends with diesel fuel",3,2,"energy, various",0
"Combined anaerobic digestion and biological nitrogen removal for piggery wastewater treatment: A modelling approach",4,2,"various, waste",0
"Thermo-economic assessment of externally fired micro-gas turbine fired by natural gas and biomass: Applications in Italy",2,2,"energy, various",0
"Optimization of vane numbers through simulation and experiment, and investigation of the effect on the performance and emissions of a CI (compression ignition) engine run with biodiesel",5,2,"energy, waste",1
"Economic analysis of an irrigation system for liquid manure application",2,2,"waste, water",0
"Performance analysis and working fluid selection for geothermal energy-powered organic Rankine-vapor compression air conditioning",3,2,"energy, various",0
"A fuzzy multiobjective linear programming model for design and management of anaerobic digestion based bioenergy supply chains",3,2,"energy, various",0
"Biomass gasification for combined heat and power generation in the Cuban context: Energetic and economic analysis",4,2,"energy, various",0
"Optimizing low-temperature biogas production from biomass by anaerobic digestion",4,2,"energy, various",0
"Computational and experimental study of a complete heat dissipation system using water as heat carrier placed on a thermoelectric generator",2,2,"energy, water",0
"Optimizing anaerobic co-digestion plants: MIR online instrumentation and dynamic real-time substrate feed optimization",4,2,"other, various",1
"Preparation and characterization of biosorbents and copper sequestration from simulated wastewater",2,2,"other, waste",0
"Influence of aerobic and anoxic microenvironments on polyhydroxyalkanoates (PHA) production from food waste and acidogenic effluents using aerobic consortia",3,2,"other, waste",0
"Cost modeling for sludge and waste management from wastewater treatment plants: an empirical approach for Spain",5,2,"various, waste",0
"Optimization of sugarcane farming as a multipurpose crop for energy and food production",5,2,"energy, other",1
"Enhanced nutrient removal in a modified step feed process treating municipal wastewater with different inflow distribution ratios and nutrient ratios",3,2,"other, waste",0
"Nanomaterials for environmental burden reduction, waste treatment, and nonpoint source pollution control: A review",3,2,"various, waste",0
"Spatially explicit assessment of local biomass availability for distributed biogas production via anaerobic co-digestion - Mediterranean case study",3,2,"energy, various",0
"Electrochemical degradation of polycyclic aromatic hydrocarbons in synthetic solution and produced water using a Ti/SnO2-Sb2O5-RuO2 anode",2,2,"energy, water",0
"Treatment of wine distillery wastewater: A review with emphasis on anaerobic membrane reactors",2,2,"various, waste",0
"Utilization of rapeseed pellet from fatty acid methyl esters production as an energy source",2,2,"energy, other",0
"Quantitative analysis of straw content in co-firing biomass-coal blends by near infrared spectroscopy",2,2,"energy, various",0
"Exergy analysis of an ionic-liquid absorption refrigeration system utilizing waste-heat from datacenters",4,2,"energy, waste",0
"Comprehensive model of activated sludge wastewater treatment system",3,2,"various, waste",0
"What is the potential for biogas digesters to improve soil fertility and crop production in Sub-Saharan Africa?",2,2,"energy, other",0
"Adsorptive removal of Cd(II) ions from aqueous solutions by rice husk ash",3,2,"other, waste",0
"Biogas production from llama and cow manure at high altitude",2,2,"energy, waste",0
"Novel bulking agent from clay residue for food waste composting",4,2,"other, waste",0
"Simultaneous elimination of dissolved and dispersed pollutants from cutting oil wastes using two aqueous phase extraction methods",3,2,"energy, waste",0
"Bulking sludge for PHA production: Energy saving and comparative storage capacity with well-settled sludge",2,2,"energy, waste",0
"Digestible energy need (DEN) of selected farmed fish species",2,2,"energy, other",0
"Kinetic and equilibrium studies of the adsorption of Cd(II) from aqueous solutions by wood apple shell activated carbon",3,2,"other, waste",0
"Sugar cane bagasse prehydrolysis using hot water",3,2,"other, water",0
"Electro-dewatering of wastewater sludge: An investigation of the relationship between filtrate flow rate and electric current",3,2,"energy, waste",0
"The effect of trace element addition to mono-digestion of grass silage at high organic loading rates",3,2,"other, various",0
"An examination of exergy destruction in organic Rankine cycles",2,2,"energy, various",0
"Application of the Morris method for screening the influential parameters of fuzzy controllers applied to wastewater treatment plants",2,2,"various, waste",0
"Anaerobic biohydrogen production from wheat stalk by mixed microflora: Kinetic model and particle size influence",3,2,"energy, other",0
"Combination of activated carbon adsorption with light-enhanced chemical oxidation via hydrogen peroxide",2,2,"energy, waste",0
"A review on recent advancement in catalytic materials for biodiesel production",2,2,"energy, other",0
"Improvement of anaerobic digestion of waste-activated sludge by using H2O2 oxidation, electrolysis, electro-oxidation and thermo-alkaline pretreatments",3,2,"various, waste",0
"An adaptive neuro-fuzzy approach for modeling of water-in-oil emulsion formation",3,2,"energy, water",0
"Decolorization of Mordant red 73 azo dye in water using H2O2/UV and photo-Fenton treatment",2,2,"various, water",0
"Factorial experimental design for recovering heavy metals from sludge with ion-exchange resin",3,2,"other, waste",0
"Advanced swine manure treatment and utilization in Brazil",2,2,"various, waste",0
"Conversion of degummed soybean oil to biodiesel: Optimization of degumming methods and evaluation of fuel properties",5,2,"energy, other",1
"High frequency ultrasound-induced sequence batch reactor as a practical solution for high rate wastewater treatment",2,2,"various, waste",0
"Characterization and modelling of the heat transfers in a pilot-scale reactor during composting under forced aeration",3,2,"energy, waste",0
"Removal of arsenic from contaminated groundwater with application of iron electrodissolution, aeration and sand filtration",2,2,"other, water",0
"Biosorption of cadmium from water using moringa (Moringa oleifera Lam.) Seeds",2,2,"other, water",0
"Separation of chromium from water samples using eggshell powder as a low-cost sorbent: kinetic and thermodynamic studies",2,2,"other, water",0
"Polyurethane rotating disc system for post-treatment of anaerobically pre-treated sewage",2,2,"various, waste",0
"Reuse of textile effluent for dyeing using combined technology of ceramic microfiltration and surface treated sugarcane bagasse: toxicity evaluation using Channa punctatus as model",3,2,"other, waste",0
"Enhanced decolorization efficiency of acid orange 7 by electric field granular-activated carbon combined system and its statistical optimization by response surface methodology",3,2,"energy, waste",1
"Effects of dissolved organic matter in landfill leachate on photodegradation of environmental endocrine disruptors",3,2,"various, waste",0
"Using of activated carbon produced from spent tea leaves for the removal of malachite green from aqueous solution",2,2,"other, waste",0
"Acute toxicity of antibiotics and anaerobic digestion intermediates in pharmaceutical wastewaters",2,2,"various, waste",0
"An experimental and numerical study of a de-fouling evaporator used in a wastewater source heat pump",2,2,"energy, waste",0
"Combined ultrasound and Fenton (US-Fenton) process for the treatment of ammunition wastewater",2,2,"various, waste",0
"Microalgal species for sustainable biomass/lipid production using wastewater as resource: A review",3,2,"various, waste",0
"Modelling and simulation of a novel micro-scale combined feedstock biomass generation plant for grid-independent power supply",5,2,"energy, various",0
"Hygienic quality of artificial greywater subjected to aerobic treatment: A comparison of three filter media at increasing organic loading rates",3,2,"various, waste",0
"Integer programming with random-boundary intervals for planning municipal power systems",2,2,"energy, waste",0
"Psychrophilic dry anaerobic digestion of cow feces and wheat straw: Feasibility studies",2,2,"other, various",0
"Monte Carlo simulation-based dynamic mixed integer nonlinear programming for supporting oil recovery and devices allocation during offshore oil spill responses",3,2,"energy, various",0
"Combination of alkaline and microwave pretreatment for disintegration of meat processing wastewater sludge",3,2,"other, waste",0
"Can two-stage instead of one-stage anaerobic digestion really increase energy recovery from biomass?",4,2,"energy, various",0
"Examination of the use of synthetic Zeolite NaA-X blend as backfill material in a radioactive waste disposal facility: Thermodynamic approach",2,2,"other, waste",0
"Fe-pillared bentonite, a stable Fenton catalyst for treatment of petroleum refinery wastewater",2,2,"various, waste",0
"Bench-scale investigation of an integrated adsorption-coagulation-dissolved air flotation process for produced water treatment",2,2,"various, water",0
"Study and optimization of a solar subcritical organic Rankine cycle",3,2,"energy, various",1
"Biological removal of heavy metal zinc from industrial effluent by Zinc sequestering bacterium VMSDCM",3,2,"other, waste",0
"Design of a small-scale organic Rankine cycle engine used in a solar power plant",5,2,"energy, various",0
"Enhanced nitrogen removal in the combined activated sludge-biofilter system of the Southpest Wastewater Treatment Plant",3,2,"various, waste",0
"Biomass-derived biosorbents for metal ions sequestration: Adsorbent modification and activation methods and adsorbent regeneration",2,2,"other, various",0
"Decontamination of tannery industry wastewater containing high organic load along with Cr3+: A comparative study",2,2,"various, waste",0
"Influence of air temperature on drying kinetics and antioxidant potential of olive pomace",2,2,"energy, other",0
"Experimental and modelling studies of carbon dioxide adsorption by porous biomass derived activated carbon",3,2,"various, waste",0
"Optimization of oil extraction from olive pomace using response surface methodology",3,2,"energy, other",1
"Optimizing heat integration in a flexible coal-natural gas power station with CO2 capture",6,2,"energy, waste",0
"Conceptual design of coke-oven gas assisted coal to olefins process for high energy efficiency and low CO2 emission",7,2,"energy, waste",0
"Removal of metal from acid mine drainage using a hybrid system including a pipes inserted microalgae reactor",2,2,"energy, other",0
"Highly effective reduction of fecal indicator bacteria counts in an ecologically engineered municipal wastewater and acid mine drainage passive co-treatment system",3,2,"various, waste",0
"Algae as biofuel",2,2,"energy, various",0
"Mechanism and kinetics of organic matter degradation based on particle structure variation during pig manure aerobic composting",3,2,"various, waste",0
"Cleaner production of citric acid by recycling its extraction wastewater treated with anaerobic digestion and electrodialysis in an integrated citric acid-methane production process",4,2,"various, waste",0
"Microbial community acclimation enhances waste hydrolysis rates under elevated ammonia and salinity conditions",2,2,"energy, waste",0
"Optimization of hydrothermal treatment of biomass and characterization of liquid product",4,2,"energy, various",1
"Influence of working fluid properties on system performance and screen evaluation indicators for geothermal ORC (organic Rankine cycle) system",2,2,"energy, various",0
"The logistics of supplying single vs. multi-crop cellulosic feedstocks to a biorefinery in southeast North Dakota",2,2,"other, various",0
"Removal and recovery of nutrients as struvite from anaerobic digestion residues of poultry manure",4,2,"various, waste",0
"Performance of organic rankine cycle using zeotropic working fluids for geothermal utilization",2,2,"energy, various",0
"Optimization and modeling of hexavalent chromium removal from aqueous solution via adsorption on multiwalled carbon nanotubes",4,2,"other, waste",1
"Biosorption of dye from textile wastewater effluent onto alkali treated dried sunflower seed hull and design of a batch adsorber",4,2,"other, waste",0
"Preparation of marine silage of swordfish, ray and shark visceral waste by lactic acid bacteria",2,2,"other, waste",0
"Internal Combustion Engine (ICE) bottoming with Organic Rankine Cycles (ORCs)",3,2,"energy, various",0
"Optimum biomass drying for combustion - A modeling approach",4,2,"energy, various",0
"Long-term modeling of the thermal-hydraulic-mechanical response of a generic salt repository for heat-generating nuclear waste",5,2,"energy, waste",0
"Improving bioethanol production - Comparison between extractive and low temperature fermentation",2,2,"energy, various",0
"Treatment pattern of municipal solid wastes based on component and particle size",3,2,"various, waste",0
"Prediction of adsorption efficiency for the removal malachite green and acid blue 161 dyes by waste marble dust using ANN",3,2,"other, waste",0
"Characteristics of landfill leachates and alternatives for their treatment: A review",2,2,"various, waste",0
"Degradation of organic contaminants in water with sulfate radicals generated by the conjunction of peroxymonosulfate with cobalt",2,2,"various, water",0
"Analysis by simulation of a solar still integrated in a greenhouse roof",3,2,"energy, waste",0
"Algae/bacteria consortium in high rate ponds: Influence of solar radiation on the phytoplankton community",2,2,"energy, various",0
"Study of the conditions of activated carbon preparation from an agriculture by-product for 4BA elimination in aqueous solution using full factorial design",3,2,"other, waste",0
"From regions to stacks: Spatial and temporal downscaling of power pollution scenarios",2,2,"energy, waste",0
"Lipid production combined with biosorption and bioaccumulation of cadmium, copper, manganese and zinc by oleaginous microalgae Chlorella minutissima UTEX2341",3,2,"energy, other",0
"Commercial steel wool for reduction of hexavalent chromium in wastewater: Batch kinetic studies and rate model",3,2,"other, waste",0
"Comparative study of combustion properties of five energy crops and Greek lignite",3,2,"energy, other",0
"Advanced oxidation processes for the treatment of biorecalcitrant organics in wastewater",2,2,"various, waste",0
"Copper removal by algal biomass: Biosorbents characterization and equilibrium modelling",4,2,"other, various",0
"Brine discharge from desalination plants: a modeling approach to an optimized outfall design",4,2,"waste, water",1
"Solution procedure and performance evaluation for a water-LiBr absorption refrigeration machine",2,2,"energy, water",0
"CO2 capture and sorbent regeneration performances of some wood ash materials",4,2,"other, waste",0
"Environmental assessment of sewage sludge as secondary raw material in cement production - A case study in China",4,2,"other, waste",0
"Optimization of struvite fertilizer formation from baker's yeast wastewater: Growth and nutrition of maize and tomato plants",5,2,"other, waste",1
"Antagonistic Effects on the Methane Yield of Liquid Hot-Water Pretreated Press Mud Fractions Co-digested with Vinasse",2,2,"various, water",0
"Feasibility of producing butanol from industrial starchy food wastes",2,2,"other, waste",0
"Chemical treatment of olive pomace: Effect on acid-basic properties and metal biosorption capacity",3,2,"other, various",0
"Sustainable biomass-to-energy business",2,2,"energy, various",0
"Removal of mercury(II) from aqueous solution using moss (Drepanocladus revolvens) biomass: Equilibrium, thermodynamic and kinetic studies",2,2,"other, various",0
"Perspectives of microalgal biofuels as a renewable source of energy",4,2,"energy, various",0
"Effect of four soil and water conservation practices on soil physical processes in a non-terraced oil palm plantation",2,2,"energy, water",0
"Finned tube banks configuration for the utilization of waste heat from a gas turbine station",3,2,"energy, waste",0
"A new lignocellulosic biomass deconstruction process combining thermo-mechano chemical action and bio-catalytic enzymatic hydrolysis in a twin-screw extruder",2,2,"energy, various",0
"Keeping the water clean - Seaweed biofiltration outperforms traditional bacterial biofilms in recirculating aquaculture",3,2,"other, water",0
"Palm oil mill effluent sludge ash as adsorbent for methylene blue dye removal",4,2,"energy, waste",0
"Evaluation of anaerobic codigestion of microalgal biomass and swine manure via response surface methodology",3,2,"various, waste",0
"Life cycle assessment of advanced zero emission combined cycle power plants",2,2,"energy, waste",0
"Kinetic and thermal modeling of hydrothermal carbonization applied to grape marc",4,2,"energy, other",0
"Biomass leachate treatment and nutrient recovery using reverse osmosis: Experimental study and hybrid artificial neural network modeling",6,2,"various, waste",0
"Electrochemically grafted poly-chrysin to glassy carbon electrode for Cu(II) determination in lake water sample",2,2,"waste, water",0
"Effects of metal mass on the performance of adsorption heat pumps utilizing zeolite 4A coatings synthesized on heat exchanger tubes",2,2,"energy, other",0
"Stickies related research during the recycling of waste paper",3,2,"other, waste",0
"Comparison of different wastewater treatments for removal of selected endocrine-disruptors from paper mill wastewaters",3,2,"other, waste",0
"A novel implementation of water recovery from whey: ""forward- reverse osmosis"" integrated membrane system",2,2,"various, water",0
"Ambient iron-mediated aeration (IMA) for water reuse",2,2,"other, water",0
"How to ensure greenhouse gas emission reductions by increasing the use of biofuels? - Suitability of the European Union sustainability criteria",4,2,"energy, waste",0
"Energy potential for combustion and anaerobic digestion of biomass from low-input high-diversity systems in conservation areas",4,2,"energy, various",0
"Comparative Assessment of the Artificial Neural Network and Response Surface Modelling Efficiencies for Biohydrogen Production on Sugar Cane Molasses",4,2,"energy, other",0
"Optimization of agitation and aeration for very high gravity ethanol fermentation from sweet sorghum juice by saccharomyces cerevisiae using an orthogonal array design",4,2,"energy, various",1
"Biosorption of zinc from aqueous solutions using dried activated sludge",2,2,"other, waste",0
"Effect of process parameters on hydrothermal liquefaction of oil palm biomass for bio-oil production and its life cycle assessment",3,2,"energy, various",0
"Optimization of bioethanol production from intermediates of sugar beet processing by response surface methodology",4,2,"energy, other",1
"Kinetic study of organic matter removal in an integrated anaerobic reactor high rate algal pond system | Étude de la cinétique d'élimination de la matière organique dans un système intégré réacteur anaérobie-chenal algal à haut rendement",3,2,"other, various",0
"Optimized graphene oxide foam with enhanced performance and high selectivity for mercury removal from water",2,2,"other, water",1
"Heterocatalytic Fenton oxidation process for the treatment of tannery effluent: Kinetic and thermodynamic studies",2,2,"various, waste",0
"Characterization of chromium (III) removal from aqueous solutions by an immature coal (leonardite). Toward a better understanding of the phenomena involved",2,2,"energy, other",0
"Combined effects of DOM and biosurfactant enhanced biodegradation of polycylic armotic hydrocarbons (PAHs) in soil-water systems",2,2,"energy, water",0
"Electro-scrubbing volatile organic carbons in the air stream with a gas diffusion electrode",2,2,"energy, various",0
"Sugarcane biorefineries: Case studies applied to the Brazilian sugar-alcohol industry",3,2,"energy, other",0
"Gasification of lignocellulosic biomass in fluidized beds for renewable energy development: A review",4,2,"energy, various",0
"Adsorption of hexavalent chromium from aqueous solutions by bio-chars obtained during biomass pyrolysis",3,2,"other, various",0
"Prospects for methane production and nutrient recycling from lipid extracted residues and whole Nannochloropsis salina using anaerobic digestion",4,2,"various, waste",0
"Benchmarking models for the ongoing commissioning of heat recovery process in a central heating and cooling plant",5,2,"energy, various",0
"Treatment of sewage sludge in a thermophilic membrane reactor (TMR) with alternate aeration cycles",3,2,"various, waste",0
"Influence of activated carbon porosity and surface oxygen functionalities' presence on adsorption of acetonitrile as a simple polar volatile organic compound",2,2,"various, waste",0
"Agro-residues implication in decentralized CHP production through a thermochemical conversion system with SOFC",2,2,"energy, waste",0
"Wastewater from the soft drinks industry as a source for bioethanol production",2,2,"energy, waste",0
"Numerical study of a combined heat and mass recovery adsorption cooling cycle",3,2,"energy, various",0
"Exergy analysis of vapor compression cycle driven by organic rankine cycle",2,2,"energy, various",0
"Magnetic biochar composite: Facile synthesis, characterization, and application for heavy metal removal",2,2,"other, waste",0
"Investigation on a thermoelectric heat pump storage water heater",3,2,"energy, water",0
"A techno-economic analysis of post-combustion CO2 capture and compression applied to a combined cycle gas turbine: Part I. A parametric study of the key technical performance indicators",3,2,"energy, waste",0
"Effect of nitrogen source in low-cost media on biomass and lipid productivity of nannochloropsis salina for large-scale biodiesel production",2,2,"energy, various",0
"Evaluation of solar sludge drying alternatives by costs and area requirements",3,2,"energy, waste",0
"Effect of injection pressure and injection timing on DI diesel engine fuelled with biodiesel from waste cooking oil",6,2,"energy, waste",0
"Selecting different raw materials for methanol production using an MINLP model",2,2,"energy, other",0
"Monoglycerides reduction in rapeseed oil transesterification for production of high quality biodiesel",3,2,"energy, other",0
"Silica supported microporous melamine tri sulfonic acid catalyst towards biodiesel fuel production from waste cooking oil and utilization of side stream",4,2,"energy, waste",0
"Heat and mass transfer during fry-drying of sewage sludge",4,2,"energy, waste",0
"Evaluating sulfuric acid reduction, substitution, and recovery to improve environmental performance and biogas productivity in rubber latex industry",2,2,"energy, various",0
"A Simulation study of CO2 flooding for EOR and sequestration in bottom water-driven reservoir",3,2,"waste, water",0
"Yield optimization and rational function modelling of enzymatic hydrolysis of wheat straw pretreated by NaOH-delignification, autohydrolysis and their combination",4,2,"energy, other",1
"Valorization of food wastes as sorbent for dye retention from aqueous medium",2,2,"other, waste",0
"Heat recovery from export gas compression: Analyzing power cycles with detailed heat exchanger models",5,2,"energy, various",0
"Otostegia persica biomass as a new biosorbent for the removal of lead from aqueous solutions",2,2,"other, various",0
"Bio-hydrogen and bio-methane potentials of skim latex serum in batch thermophilic two-stage anaerobic digestion",3,2,"energy, various",0
"Performance of combined sodium persulfate/H2O2 based advanced oxidation process in stabilized landfill leachate treatment",3,2,"various, waste",0
"Energetic/economic penalty of CO<inf>2</inf> emissions and application to coal-to-olefins projects in China",2,2,"energy, waste",0
"Lignocellulosic biomass to bioethanol, a comprehensive review with a focus on pretreatment",2,2,"energy, various",0
